/Users/adavidbailey/Practice-Bidding-Scenarios/BBA/After_Opp_Overcalls.pbn
board declarer contract score  par     | notes
  469     N       4H      620  N H 10 | Limit raise or better in !h
  470     S       2S      140  S S 9  | 
  471     S       4S      620  S S 10 | Support 1nt
  472     S       4H      510  S H 13 | Jordan truscott 2nt | Splinter
  473     W       3D     -110  W D 9  | 
  474     S       3N      630  S NT 10| 
  475     W       3H     -140  W H 9  | 
  476     S       2S      140  S S 9  | 
  477     S      3CX     -200  S C 8  | 
  478     S       4S     -100  S S 8  | Forcing 1nt
  479     W       4S     -420  W S 10 | 
  480     N       4H      420  N H 10 | 
  481     E       2D     -110  E D 9  | 
  482     N       3S     -200  N S 7  | Cappelletti, any 6+suit | Extended acceptance after nt
  483     W       4S      100  W S 9  | 
  484     W       4S      100  W S 9  | 
  485     W      4SX      300  W S 8  | Limit raise or better in !h
  486     W       4D     -130  W D 10 | 
  487     S       3H      140  S H 9  | 
  488     S       3S      170  S S 10 | 
  489     S       4S      420  S S 10 | 
  490     W       3S     -170  W S 10 | 
  491     W       3D     -130  W D 10 | Support double redouble
  492     W       4H     -420  W H 10 | 
  493     W       3D     -110  W D 9  | 
  494     S       4H      420  S H 10 | 
  495     S       5S     -100  S S 10 | 
  496     W       4H      100  W H 9  | Limit raise or better in !h | Cue bid, a !s stopper | Cue bid, a !d stopper
  497     S       4H      420  S H 10 | 
  498     S       3S      170  S S 10 | Limit raise or better in !s
  499     S       3S      140  S S 9  | Limit raise or better in !s
  500     S       4S      650  S S 11 | Limit raise or better in !s
Statistics for /Users/adavidbailey/Practice-Bidding-Scenarios/BBA/After_Opp_Overcalls.pbn

nDeals = 346
nGames = 178
%Games = 51.445086705202314%

    1  1m opening allows 5m
    8  1m-3m inviting
    2  1x-(1y)-2z weak
    2  1x-(y)-2z forcing
    4  Artificial
    1  Automat
    2  Blackwood 0314, for !d
    4  Blackwood 0314, for !h
    2  Blackwood 0314, for !s
    1  Bromad
    1  Cappelletti, 5m-4m
    3  Cappelletti, any 6+suit
    1  Cappelletti, strong
    8  Cue bid, a !c stopper
   15  Cue bid, a !d stopper
    6  Cue bid, a !h stopper
    3  Cue bid, a !s stopper
    2  Cue bid, surplus
    1  Denies a !h stopper
    2  Exclusion, for !c
    3  Exclusion, for !h
    1  Exclusion, for !s
    3  Extended acceptance after nt
    3  Fit showing jumps
    9  Forcing 1nt
    1  Jacoby 2nt
    8  Jordan truscott 2nt
    1  Limit raise or better in !c
    5  Limit raise or better in !d
   58  Limit raise or better in !h
   45  Limit raise or better in !s
    1  Max 2 !h
    6  Max 2 !s
    3  Michaels cuebid
    1  Minor suit transfers after 1nt
    2  Mixed raise,  !h
    1  Responsive double
    1  Shortness  !c
    9  Splinter
    7  Stayman
    6  Strength cue bid
   22  Support 1nt
   15  Support double redouble
    3  Texas
    5  Two way game tries
    2  Unusual 2nt
